v403,v519/102
v603,v28/173
v507,v516/61
v98,v578/134
v499,v128/204
v466,v512/4
v408,v363/380
v515,v467/470
v141,v291/411
v151,v531/151
v219,v605/241
v84,v196/147
v476,v438/392
v204,v328/440
v576,v294/326
v559,v489/117
v288,v130/489
v605,v102/90
v428,v192/80
v621,v241/30
v329,v61/88
v164,v623/479
v11,v592/142
v588,v157/336
v69,v313/419
v401,v396/482
v197,v85/274
v510,v0/316
v593,v320/226
v304,v473/123
v196,v45/437
v430,v67/113
v3,v56/11
v456,v79/461
v461,v235/381
v497,v486/133
v240,v469/140
v538,v369/395
v40,v99/1
v125,v404/15
v56,v40/257
v291,v612/202
v380,v35/113
v534,v163/309
v109,v6/345
v68,v613/428
v13,v380/457
v221,v554/68
v569,v182/404
v79,v129/128
v290,v189/77
v233,v417/73
v336,v353/303
v47,v279/470
v141,v313/183
v393,v256/169
v359,v166/169
v437,v27/449
v540,v259/246
v93,v572/167
v623,v84/232
v115,v176/381
v482,v373/399
v94,v428/54
v259,v559/490
v344,v289/412
v429,v227/206
v605,v613/251
v489,v287/24
v462,v27/305
v265,v150/278
v154,v207/466
v319,v171/172
v0,v196/188
v140,v282/490
v163,v177/269
v192,v270/61
v512,v519/401
v291,v584/165
v624,v334/26
v600,v536/460
v276,v203/44
v233,v422/435
v293,v447/181
v537,v495/340
v140,v315/310
v488,v575/324
v404,v33/109
v184,v382/487
v42,v576/94
v559,v241/101
v579,v172/181
v513,v366/235
v20,v17/187
v501,v110/211
v196,v451/403
v209,v369/150
v608,v74/126
v425,v488/363
v48,v97/49
v584,v263/158
v144,v17/79
v88,v555/403
v481,v390/413
v36,v392/199
v92,v96/177
v533,v172/81
v139,v165/207
v272,v386/295
v532,v495/115
v58,v285/4
v158,v5/474
v224,v266/270
v471,v425/431
v154,v262/295
v541,v282/409
v294,v456/346
v593,v14/433
v148,v73/345
v131,v151/7
v588,v115/117
v194,v222/285
v429,v230/347
v306,v308/157
v225,v586/318
v293,v108/417
v140,v293/34
v393,v399/455
v64,v188/283
v285,v487/355
v222,v182/285
v594,v135/352
v235,v476/199
v53,v357/118
v322,v576/480
v593,v25/33
v397,v165/378
v376,v155/160
v317,v236/163
v12,v136/43
v464,v163/247
v496,v490/297
v407,v396/266
v227,v93/5
v327,v417/220
v288,v249/26
v240,v355/125
v252,v268/207
v30,v270/256
v164,v493/368
v320,v480/478
v95,v577/11
v601,v540/255
v351,v448/40
v526,v19/264
v354,v195/142
v351,v83/176
v381,v193/21
v144,v82/27
v286,v139/397
v186,v325/219
v346,v24/146
v285,v453/99
v332,v187/25
v90,v496/203
v220,v518/327
v483,v333/96
v395,v444/487
v423,v145/394
v294,v498/44
v105,v260/40
v85,v524/363
v593,v67/297
v259,v601/14
v589,v47/133
v101,v62/288
v165,v179/126
v194,v161/264
v569,v330/69
v133,v531/313
v470,v55/481
v409,v356/116
v87,v200/95
v454,v425/345
v326,v110/244
v200,v471/57
v261,v602/217
v243,v52/222
v595,v482/371
v550,v48/68
v212,v229/404
v114,v586/468
v266,v455/27
v588,v23/244
v331,v578/430
v141,v330/455
v618,v491/467
v589,v183/307
v309,v338/67
v454,v346/173
v276,v390/48
v262,v500/122
v201,v348/471
v5,v182/334
v474,v303/187
v233,v140/427
v46,v224/429
v241,v574/144
v428,v28/417
v139,v35/257
v190,v599/100
v239,v132/216
v357,v216/149
v314,v475/401
v267,v19/383
v553,v31/297
v255,v407/223
v510,v253/91
v92,v65/193
v596,v428/224
v293,v59/51
v295,v183/114
v557,v151/12
v483,v454/76
v333,v178/75
v245,v91/36
v497,v432/160
v440,v353/359
v453,v166/32
v349,v92/122
v345,v296/356
v385,v142/278
v375,v259/308
v519,v337/474
v514,v432/424
v538,v520/197
v266,v474/325
v542,v97/276
v459,v379/157
v586,v208/163
v76,v124/279
v440,v430/271
v605,v39/216
v150,v232/367
v32,v184/493
v212,v298/304
v106,v164/154
v50,v584/44
v49,v263/24
v188,v244/366
v124,v520/375
v264,v171/145
v421,v522/127
v416,v453/281
v234,v51/42
v319,v391/245
v3,v92/343
v269,v598/58
v614,v514/208
v374,v138/229
v295,v591/31
v198,v51/471
v340,v608/25
v252,v419/452
v373,v301/462
v506,v172/355
v422,v287/287
v295,v562/293
v111,v421/145
v223,v464/74
v127,v367/28
v149,v102/208
v98,v569/490
v222,v240/386
v15,v178/486
v226,v519/343
v350,v309/97
v263,v460/457
v172,v231/146
v270,v37/223
v151,v387/296
v318,v508/249
v29,v611/200
v136,v74/83
v302,v355/30
v161,v485/332
v616,v147/415
v396,v548/85
v495,v113/270
v303,v8/475
v364,v129/156
v283,v580/408
v82,v579/273
v312,v438/70
v420,v250/348
v457,v590/99
v28,v518/54
v499,v111/54
v63,v411/103
v13,v228/196
v586,v278/257
v574,v0/482
v321,v480/316
v590,v533/391
v348,v369/174
v410,v364/331
v60,v132/237
v208,v361/62
v328,v122/260
v424,v34/242
v495,v522/171
v570,v365/182
v248,v421/346
v557,v196/161
v566,v25/492
v505,v331/411
v491,v36/349
v471,v527/198
v314,v79/260
v64,v222/320
v258,v77/82
v106,v387/403
v54,v276/443
v232,v171/28
v235,v535/13
v619,v230/236
v495,v103/50
v437,v536/434
v443,v499/267
v18,v113/40
v405,v230/497
v544,v266/489
v468,v339/366
v279,v277/173
v370,v484/294
v142,v390/473
v25,v390/213
v225,v131/4
v219,v47/449
v348,v507/491
v239,v86/191
v63,v612/409
v550,v199/357
v125,v210/370
v347,v489/341
v142,v443/172
v575,v29/165
v490,v288/137
v502,v148/175
v38,v45/174
v135,v186/488
v29,v66/61
v377,v94/66
v341,v487/307
v444,v79/121
v473,v412/182
v102,v602/262
v270,v263/76
v591,v436/157
v78,v6/423
v565,v359/156
v458,v617/59
v121,v499/175
v16,v561/469
v557,v227/339
v126,v227/4
v295,v168/471
v304,v280/68
v534,v307/358
v413,v79/320
v480,v368/170
v182,v152/40
v397,v524/113
v588,v129/414
v132,v387/458
v266,v75/258
v138,v1/135
v284,v153/202
v334,v70/296
v585,v593/84
v324,v158/265
v239,v102/200
v518,v298/202
v585,v525/74
v551,v572/252
v141,v380/203
v81,v372/429
v488,v465/264
v183,v299/397
v24,v136/275
v353,v416/101
v531,v153/257
v597,v77/137
v507,v541/9
v275,v501/316
v137,v594/333
v462,v41/22
v73,v174/474
v530,v346/448
v301,v415/4
v426,v318/151
v135,v395/169
v370,v40/476
v87,v27/430
v597,v394/99
v514,v222/484
v165,v81/446
v8,v100/117
v174,v261/211
v593,v594/195
v254,v477/326
v154,v479/388
v22,v500/467
v512,v186/92
v14,v228/77
v454,v613/331
v104,v516/469
v39,v171/243
v154,v41/339
v49,v433/183
v348,v37/141
v545,v226/454
v601,v511/418
v119,v621/283
v313,v454/434
v338,v93/39
v31,v71/152
v389,v122/116
v411,v253/399
v528,v249/132
v309,v295/218
v256,v546/23
v431,v276/53
v423,v50/486
v325,v140/415
v408,v454/158
v614,v469/292
v425,v523/147
v181,v587/169
v450,v316/487
v191,v474/349
v196,v204/384
v261,v135/136
v96,v495/89
v126,v336/37
v295,v502/212
v514,v270/448
v18,v585/28
v11,v199/361
v310,v360/172
v545,v165/453
v593,v494/54
v90,v184/406
v267,v43/454
v301,v24/454
v56,v138/248
v489,v110/354
v307,v157/117
v3,v576/42
v393,v243/372
v7,v49/457
v235,v331/491
v354,v86/336
v29,v373/444
v26,v589/234
v208,v323/297
v375,v386/92
v327,v447/484
v193,v185/340
v25,v338/138
v439,v304/94
v63,v597/272
v614,v254/458
v397,v463/94
v27,v267/66
v527,v427/300
v10,v88/435
v259,v71/258
v332,v326/166
v35,v131/413
v276,v219/292
v475,v465/442
v475,v70/293
v428,v341/29
v191,v257/349
v81,v501/323
v101,v11/247
v53,v367/77
v421,v266/329
v566,v437/370
v234,v39/44
v535,v66/125
v543,v146/94
v129,v585/389
v31,v93/404
v19,v181/169
v155,v578/110
v595,v335/115
v394,v181/331
v500,v295/61
v363,v155/64
v546,v463/269
v354,v484/309
v30,v301/412
v458,v247/492
v225,v139/98
v223,v615/171
v119,v456/244
v315,v9/41
v586,v285/318
v485,v576/481
v401,v234/210
v283,v565/235
v375,v26/71
v371,v127/345
v77,v356/448
v384,v387/64
v482,v492/196
v596,v9/390
v428,v571/428
v212,v476/411
v506,v46/465
v460,v237/215
v495,v343/486
v613,v498/219
v54,v222/489
v147,v334/132
v539,v593/266
v503,v506/487
v480,v295/493
v384,v344/274
v517,v113/146
v47,v448/390
v577,v545/194
v179,v150/353
v576,v80/273
v593,v149/95
v564,v24/69
v122,v470/492
v353,v406/192
v201,v560/392
v410,v389/19
v150,v154/275
v496,v514/200
v546,v33/170
v202,v446/264
v95,v127/120
v303,v500/349
v341,v404/45
v164,v563/397
v23,v583/281
v75,v400/80
v622,v376/448
v132,v82/208
v128,v413/32
v120,v25/452
v470,v426/78
v133,v344/230
v379,v394/457
v208,v339/365
v26,v276/374
v480,v339/204
v521,v171/92
v149,v39/211
v43,v441/339
v268,v512/466
v98,v123/199
v127,v64/185
v157,v496/117
v465,v261/400
v413,v584/468
v278,v175/69
v132,v553/487
v571,v149/293
v51,v241/409
v11,v92/86
v345,v554/492
v75,v185/381
v71,v477/170
v63,v436/89
v116,v119/254
v7,v44/379
v202,v80/330
v393,v284/166
v228,v69/261
v613,v595/62
v276,v235/240
v334,v394/294
v168,v400/67
v166,v40/131
v501,v50/296
v246,v322/1
v428,v590/372
v528,v340/423
v35,v618/311
v167,v28/116
v547,v362/449
v127,v209/457
v538,v311/327
v59,v261/435
v574,v292/411
v511,v615/235
v175,v51/139
v424,v327/348
v427,v402/202
v425,v578/175
v13,v485/219
v171,v250/273
v292,v397/239
v193,v303/131
v184,v428/333
v22,v525/343
v623,v301/59
v562,v243/408
v159,v519/375
v3,v26/43
v200,v412/125
v552,v400/247
v197,v273/121
v422,v98/1
v386,v48/74
v453,v454/352
v115,v251/381
v320,v363/406
v486,v287/264
v3,v596/241
v576,v22/424
v82,v575/337
v448,v180/392
v23,v202/202
v6,v394/250
v336,v152/349
v27,v601/246
v299,v538/40
v163,v98/361
v508,v349/271
v62,v180/104
v17,v590/414
v45,v301/361
v477,v227/277
v44,v600/295
v409,v285/470
v187,v42/90
v138,v191/115
v606,v466/270
v595,v454/391
v441,v459/361
v577,v376/361
v463,v338/2
v161,v528/202
v203,v198/308
v217,v210/89
v198,v161/374
v364,v381/84
v494,v497/347
v361,v439/295
v596,v21/336
v366,v96/449
v477,v233/91
v202,v411/8
v422,v530/106
v301,v536/367
v326,v251/146
v427,v576/130
v86,v26/394
v138,v132/394
v421,v616/99
v57,v270/77
v183,v520/407
v580,v216/266
v168,v460/224
v570,v51/247
v268,v489/37
v66,v505/181
v70,v524/423
v347,v257/66
v204,v557/199
v301,v241/310
v196,v405/424
v509,v307/206
v247,v316/77
v408,v600/199
v349,v103/40
v4,v327/22
v566,v449/70
v555,v533/104
v164,v291/338
v363,v574/174
v432,v250/121
v338,v179/167
v437,v573/185
v219,v386/278
v248,v256/421
v238,v455/313
v313,v391/274
v40,v600/273
v474,v440/190
v356,v32/392
v40,v48/489
v374,v359/346
v497,v67/205
v524,v88/362
v295,v321/104
v463,v481/392
v371,v86/314
v102,v295/268
v78,v530/270
v289,v564/243
v85,v320/442
v592,v65/332
v448,v253/300
v64,v597/465
v495,v127/210
v575,v140/425
v147,v580/253
v91,v517/50
v80,v527/15
v148,v552/152
v171,v537/427
v423,v567/394
v318,v502/474
v471,v336/60
v478,v283/496
v496,v411/81
v35,v574/56
v138,v98/482
v380,v115/131
v390,v476/50
v400,v188/400
v12,v20/396
v494,v560/452
v24,v210/430
v596,v6/74
v23,v103/399
v399,v580/261
v359,v5/101
v348,v444/240
v622,v562/353
v445,v512/320
v96,v73/227
v124,v409/308
v138,v233/91
v32,v263/176
v421,v216/225
v210,v294/124
v67,v205/318
v602,v313/486
v397,v381/476
v73,v296/24
v410,v591/450
v280,v361/256
v511,v167/33
v87,v230/93
v82,v282/95
v521,v310/326
v513,v505/34
v386,v531/339
v409,v296/357
v472,v590/150
v368,v601/194
v398,v536/337
v125,v240/1
v513,v574/284
v471,v116/346
v173,v506/333
v489,v554/204
v391,v256/241
v353,v344/245
v430,v148/390
v575,v573/131
v435,v594/461
v6,v520/325
v465,v357/218
v305,v164/369
v452,v570/475
v309,v35/410
v54,v383/383
v64,v545/355
v559,v15/464
v363,v612/346
v594,v616/23
v104,v370/272
v316,v209/224
v29,v547/250
v220,v38/140
v458,v196/280
v473,v362/218
v202,v473/380
v292,v83/80
v230,v388/194
v163,v348/17
v299,v257/281
v170,v478/19
v544,v85/436
v555,v494/417
v140,v100/293
v583,v116/269
v0,v479/203
v285,v531/441
v415,v272/166
v512,v540/273
v217,v584/385
v288,v21/96
v569,v608/321
v128,v440/290
v215,v25/488
v502,v624/189
v4,v500/183
v150,v107/183
v60,v438/44
v375,v51/246
v229,v91/430
v523,v42/440
v469,v183/466
v175,v81/202
v588,v300/268
v445,v493/182
v62,v105/37
v425,v210/381
v149,v126/235
v381,v303/412
v608,v527/23
v210,v312/162
v217,v108/1
v215,v511/478
v447,v291/147
v353,v337/137
v23,v514/20
v325,v307/65
v515,v594/354
v145,v594/197
v372,v465/315
v438,v316/398
v511,v440/284
v122,v527/466
v7,v560/72
v402,v469/493
v420,v106/475
v540,v551/223
v592,v553/49
v509,v16/179
v164,v293/490
v105,v249/402
v18,v216/213
v542,v462/21
v12,v306/462
v247,v26/131
v354,v210/217
v391,v198/7
v316,v542/381
v259,v562/491
v581,v415/470
v241,v313/20
v474,v538/439
v120,v150/52
v511,v233/418
v244,v584/19
v616,v288/146
v215,v496/233
v482,v332/450
v257,v597/218
v474,v308/421
v309,v215/110
v292,v55/320
v371,v447/344
v604,v242/371
v118,v104/91
v362,v52/110
v121,v88/412
v235,v231/325
v91,v123/56
v208,v185/384
v383,v19/53
v140,v538/82
v447,v173/121
v176,v461/422
v367,v287/323
v555,v3/240
v318,v505/384
v336,v275/157
v335,v91/303
v578,v144/10
v50,v510/320
v478,v13/178
v75,v328/117
v293,v331/346
v15,v342/349
v419,v201/473
v509,v580/27
v148,v82/247
v2,v271/66
v146,v392/287
v307,v30/307
v324,v200/156
v583,v496/166
v268,v605/16
v136,v502/251
v554,v177/150
v442,v251/120
v492,v187/307
v451,v93/11
v624,v162/337
v154,v225/382
v529,v220/297
v371,v199/215
v535,v461/412
v106,v6/403
v132,v322/240
v532,v63/306
v595,v196/499
v426,v244/83
v603,v481/219
v157,v525/192
v455,v329/306
v314,v174/147
v131,v560/475
v452,v276/405
v275,v117/484
v516,v301/107
v605,v555/79
v169,v121/415
v205,v119/69
v209,v433/404
v436,v205/131
v518,v153/247
v324,v545/291
v622,v101/413
v91,v443/150
v520,v589/441
v124,v527/390
v290,v79/171
v291,v430/47
v237,v382/61
v229,v345/483
v405,v288/231
v251,v608/89
v570,v105/62
v503,v175/342
v180,v375/473
v4,v155/124
v218,v620/322
v68,v381/196
v39,v203/344
v198,v175/216
v424,v276/293
v239,v195/97
v495,v20/69
v121,v421/477
v173,v276/115
v547,v591/169
v49,v346/191
v186,v169/300
v608,v584/21
v318,v559/313
v504,v416/42
v259,v526/138
v416,v94/402
v231,v307/166
v276,v296/410
v487,v365/30
v59,v576/330
v610,v545/319
v413,v220/460
v172,v136/396
v10,v19/372
v116,v297/348
v187,v17/295
v269,v159/36
v560,v305/7
v200,v126/82
v461,v479/238
v515,v623/391
v542,v297/155
v605,v329/117
v287,v349/493
v97,v508/429
v514,v27/181
v10,v249/499
v13,v607/222
v594,v160/335
v77,v446/322
v619,v520/474
v209,v143/5
v318,v560/47
v499,v63/380
v398,v70/305
v504,v436/97
v101,v531/398
v346,v227/399
v566,v336/4
v62,v51/215
v196,v145/449
v171,v468/330
v344,v186/342
v194,v39/412
v122,v605/427
v375,v556/371
v564,v404/486
v185,v90/145
v444,v450/245
v234,v622/16
v86,v71/12
v452,v376/372
v570,v221/163
v101,v197/498
v446,v73/170
v391,v619/104
v334,v397/397
v190,v146/245
v615,v324/460
v233,v89/358
v414,v116/266
v237,v256/324
v53,v620/433
v427,v477/488
v422,v317/415
v250,v553/242
v85,v224/154
v268,v37/391
v305,v549/3
v17,v138/439
v299,v354/179
v540,v227/118
v593,v573/229
v45,v504/257
v393,v616/428
v492,v89/71
v423,v555/455
v536,v425/29
v6,v352/227
v4,v100/481
v592,v608/215
v428,v55/37
v614,v508/43
v616,v184/184
v218,v246/198
v132,v184/132
v211,v178/343
v41,v22/163
v175,v276/264
v61,v447/138
v475,v104/98
v478,v316/50
v172,v115/161
v422,v226/12
v431,v98/226
v287,v544/312
v244,v163/413
v401,v515/479
v103,v379/493
v415,v554/226
v299,v567/168
v219,v315/223
v166,v442/463
v432,v283/423
v466,v511/114
v460,v285/73
v306,v264/288
v518,v360/99
v117,v77/417
v373,v7/294
v255,v106/35
v278,v152/324
v87,v480/238
v262,v288/267
v368,v555/194
v318,v527/335
v578,v91/50
v118,v259/413
v368,v543/96
v117,v131/304
v441,v547/228
v586,v52/262
v187,v591/276
v25,v150/75
v385,v6/28
v547,v427/241
v113,v67/133
v432,v203/131
v348,v355/68
v175,v250/429
v143,v61/264
v220,v159/166
v401,v108/286
v376,v465/119
v67,v351/75
v513,v264/398
v280,v614/79
v178,v414/371
v271,v369/42
v141,v82/31
v579,v71/17
v217,v134/245
v529,v48/40
v144,v119/28
v319,v568/172
v181,v40/57
v235,v290/250
v489,v574/12
v130,v327/454
v391,v301/182
v412,v449/192
v397,v492/498
v348,v532/257
v391,v521/424
v287,v65/225
v312,v381/361
v49,v208/8
v599,v255/72
v96,v500/55
v360,v209/275
v604,v217/183
v566,v248/489
v613,v151/4
v575,v436/256
v236,v609/365
v510,v539/355
v317,v183/191
v586,v276/384
v117,v18/341
v359,v353/395
v4,v113/67
v554,v469/327
v138,v609/277
v307,v164/247
v25,v622/420
v253,v270/284
v115,v38/175
v181,v127/405
v181,v470/384
v388,v487/80
v441,v186/115
v118,v4/274
v200,v469/410
v610,v300/95
v440,v536/92
v522,v65/487
v158,v164/367
v395,v196/193
v325,v336/32
v34,v571/226
v578,v224/111
v291,v174/368
v13,v562/174
v583,v47/146
v89,v174/436
v492,v40/183
v576,v344/287
v152,v138/490
v432,v588/161
v102,v4/106
v362,v505/459
v149,v166/184
v577,v453/338
v303,v490/364
v344,v481/331
v483,v458/460
v232,v559/55
v276,v553/138
v376,v383/379
v90,v250/314
v172,v1/242
v475,v82/255
v75,v437/209
v370,v263/493
v491,v429/60
v39,v366/488
v245,v140/307
v267,v287/208
v508,v122/186
v166,v433/389
v507,v16/144
v385,v425/269
v215,v196/426
v317,v148/429
v523,v218/280
v96,v346/304
v514,v360/377
v286,v9/382
v469,v142/244
v620,v311/114
v317,v80/291
v115,v193/294
v563,v206/188
v175,v112/94
v323,v128/238
v77,v71/412
v220,v491/468
v318,v609/236
v614,v375/154
v165,v86/18
v112,v481/142
v225,v519/441
v569,v533/416
v476,v177/404
v137,v303/193
v252,v92/432
v339,v383/454
v202,v568/291
v45,v175/130
v197,v243/494
v91,v128/104
v523,v354/44
v504,v427/272
v518,v402/228
v530,v591/429
v603,v519/400
v63,v215/440
v337,v135/150
v349,v34/118
v524,v551/232
v328,v267/299
v570,v236/211
v9,v209/210
v534,v203/435
v352,v334/237
v496,v590/132
v142,v349/287
v454,v285/76
v44,v150/275
v122,v558/76
v564,v544/401
v115,v202/406
v5,v420/414
v249,v90/61
v142,v314/340
v478,v268/14
v149,v304/96
v273,v554/488
v339,v172/216
v102,v196/4
v597,v229/430
v578,v182/452
v467,v124/142
v524,v283/44
v79,v557/167
v93,v548/195
v275,v466/381
v617,v299/55
v149,v362/442
v96,v611/264
v623,v472/2
v198,v307/383
v76,v225/457
v377,v602/63
v122,v234/134
v60,v510/488
v403,v385/48
v135,v235/158
v78,v493/436
v181,v500/206
v292,v548/40
v508,v61/494
v146,v488/87
v512,v613/248
v444,v600/484
v453,v491/132
v315,v374/189
v33,v620/145
v129,v77/45
v466,v41/280
v74,v418/208
v314,v409/415
v321,v610/76
v407,v335/93
v596,v478/249
v7,v166/256
v165,v407/128
v281,v291/401
v326,v210/208
v511,v267/287
v495,v582/68
v258,v324/57
v312,v19/327
v621,v431/120
v127,v341/224
v424,v449/22
v281,v123/231
v416,v9/212
v161,v255/152
v154,v420/402
v395,v202/43
v404,v152/160
v414,v82/367
v377,v427/424
v487,v600/157
v403,v279/35
v171,v289/312
v424,v77/148
v43,v343/170
v621,v12/361
v101,v501/262
v430,v399/200
v119,v77/152
v384,v41/32
v560,v428/305
v350,v236/271
v151,v603/79
v127,v509/104
v541,v609/216
v314,v284/262
v89,v474/4
v124,v118/313
v495,v253/393
v63,v35/227
v8,v436/195
v450,v473/238
v100,v272/336
v412,v183/399
v353,v10/129
v545,v551/376
v292,v43/373
v379,v191/348
v210,v609/42
v157,v285/462
v134,v565/409
v6,v220/357
v387,v164/223
v349,v155/55
v103,v204/199
v157,v383/271
v237,v455/330
v223,v443/459
v437,v462/80
v587,v472/174
v583,v118/42
v192,v382/394
v366,v194/337
v265,v244/242
v404,v598/399
v440,v450/412
v200,v621/260
v596,v276/331
v188,v403/233
v293,v420/299
v483,v79/296
v137,v355/248
v208,v313/148
v260,v301/461
v203,v113/186
v179,v480/427
v431,v355/407
v575,v220/400
v391,v64/456
v357,v186/477
v581,v232/223
v575,v199/115
v536,v305/346
v301,v560/169
v80,v574/78
v551,v206/340
v332,v374/332
v32,v110/148
v514,v223/100
v364,v593/267
v273,v203/363
v295,v56/93
v190,v128/47
v434,v220/448
v344,v268/334
v79,v218/45
v496,v355/448
v551,v203/267
v536,v23/156
v332,v283/23
v504,v145/52
v174,v194/444
v289,v621/390
v262,v52/62
v623,v48/227
v525,v475/336
v55,v494/86
v332,v284/101
v455,v389/203
v194,v321/44
v553,v445/115
v459,v568/26
v594,v2/481
v81,v445/446
v556,v617/178
v389,v443/134
v558,v493/221
v419,v293/303
v563,v576/226
v51,v19/18
v476,v571/225
v301,v565/366
v579,v236/44
v41,v2/389
v621,v411/268
v8,v202/201
v116,v198/143
v374,v68/126
v220,v466/338
v204,v69/66
v3,v514/407
v2,v419/172
v111,v424/462
v162,v620/271
v577,v198/495
v336,v120/214
v246,v585/395
v161,v413/83
v579,v74/254
v314,v392/375
v241,v65/50
v536,v75/266
v342,v315/57
v201,v232/441
v437,v514/463
v525,v67/15
v111,v9/444
v149,v550/113
v330,v582/313
v326,v19/284
v344,v352/85
v607,v255/119
v352,v340/281
v534,v481/232
v314,v101/46
v379,v245/473
v371,v606/467
v517,v74/316
v568,v506/294
v98,v215/170
v81,v467/120
v447,v459/192
v386,v323/57
v614,v378/367
v477,v447/273
v496,v495/450
v453,v558/319
v220,v588/163
v69,v345/476
v374,v552/289
v466,v518/89
v483,v563/61
v11,v486/196
v236,v538/276
v611,v34/289
v194,v188/209
v401,v513/179
v587,v322/260
v523,v508/294
v386,v266/429
v301,v501/203
v146,v176/132
v526,v459/313
v337,v605/452
v220,v1/136
v204,v21/434
v405,v488/345
v180,v456/414
v39,v596/339
v249,v360/78
v413,v50/51
v291,v280/351
v407,v312/295
v618,v380/294
v352,v346/122
v88,v199/370
v556,v501/144
v500,v220/343
v544,v110/410
v132,v348/420
v44,v368/107
v371,v330/68
v142,v282/372
v151,v129/199
v600,v394/43
v497,v13/273
v65,v122/139
v354,v6/457
v445,v58/416
v17,v285/396
v563,v511/463
v191,v285/396
v312,v593/413
v404,v481/24
v85,v621/97
v176,v526/200
v321,v374/235
v281,v160/37
v190,v441/380
v117,v372/262
v462,v373/287
v199,v253/29
v433,v586/218
v177,v550/311
v606,v285/289
v210,v92/336
v491,v6/473
v54,v280/286
v610,v515/91
v459,v383/384
v210,v567/63
v480,v183/378
v447,v36/44
v612,v187/241
v458,v543/53
v543,v277/325
v205,v431/432
v358,v435/36
v132,v453/359
v524,v549/413
v556,v63/88
v186,v236/303
v135,v0/428
v553,v325/414
v508,v83/344
v100,v611/174
v532,v592/273
v608,v507/135
v265,v163/68
v56,v215/59
v203,v122/73
v55,v320/372
v397,v170/285
v398,v102/148
v532,v356/448
v59,v43/25
v382,v97/86
v132,v330/152
v124,v175/323
v16,v99/424
v223,v141/392
v223,v624/440
v32,v245/146
v350,v598/412
v15,v413/365
v205,v390/476
v177,v214/301
v194,v169/438
v510,v260/60
v241,v159/282
v317,v436/251
v160,v146/181
v392,v413/184
v598,v507/176
v152,v354/121
v50,v127/236
v298,v467/98
v237,v86/260
v262,v598/2
v399,v546/305
v587,v465/322
v32,v506/212
v262,v115/19
v129,v335/111
v451,v200/178
v282,v115/385
v19,v101/57
v46,v559/26
v607,v259/315
v274,v170/184
v49,v282/477
v48,v305/184
v271,v80/485
v381,v290/171
v54,v0/169
v18,v268/21
v534,v546/63
v540,v266/484
v194,v107/315
v103,v503/370
v227,v59/22
v429,v264/81
v386,v140/330
v566,v411/300
v324,v329/483
v587,v570/233
v58,v273/37
v497,v160/75
v430,v15/30
v391,v6/326
v29,v521/363
v439,v266/441
v484,v96/396
v486,v514/105
v599,v295/114
v339,v356/48
v515,v20/121
v423,v87/162
v456,v69/304
v125,v124/66
v510,v14/133
v324,v30/140
v376,v498/129
v80,v128/28
v195,v278/265
v595,v265/186
v358,v460/385
v553,v550/422
v396,v476/19
v370,v404/162
v193,v272/358
v573,v34/67
v454,v552/105
v30,v94/271
v403,v199/430
v382,v582/151
v36,v40/254
v210,v388/348
v65,v74/24
v543,v585/96
v186,v518/408
